Year,Smoothing,TransectID,GAN_dist_m,GT_dist_m,GAN_is_multipoint,abs_error_m
2021,gaussian,161,-103.06452621269273,-92.90308408933925,True,10.161442123353481
2021,gaussian,165,,-54.58344166725874,False,
2021,gaussian,167,,6.591080842073893,False,
2021,gaussian,168,-15.473083218093961,-76.44173595815664,True,60.96865274006268
2021,gaussian,170,-182.88831785786908,-182.88831785786908,True,0.0
2021,gaussian,174,-243.40623351646354,,True,
2021,gaussian,183,,,False,
2021,gaussian,184,-42.39893403835595,-244.3564715469256,True,201.95753750856966
2021,gaussian,185,-198.1883279676549,145.13948579691362,True,343.32781376456853
2021,gaussian,186,-136.42654359852895,-136.42654359852895,True,0.0
2021,gaussian,189,-223.19660657877102,-384.76263658562686,True,161.56603000685584
2021,gaussian,194,15.938586141273731,,True,
2021,gaussian,195,-410.94543881621223,-421.0433156914079,True,10.097876875195652
2021,gaussian,196,,-435.0394778503687,True,
2021,gaussian,199,-306.14947177888826,-114.28981114551425,True,191.859660633374
2021,gaussian,207,-5.710189196281135,206.34522518794995,True,212.05541438423109
2021,gaussian,209,305.52380424753176,-151.7410913027304,True,457.26489555026217
2021,gaussian,210,-295.9385861164776,-275.6157018697704,True,20.32288424670719
2021,gaussian,211,-206.42291434134825,-186.10003009461025,True,20.322884246738
2021,gaussian,213,-179.81319713778794,-7.0686810410697944,True,172.74451609671814
2021,gaussian,214,-201.26617685065162,-191.10473472729814,True,10.161442123353481
2021,gaussian,215,-497.8853032925401,-284.49501870240783,True,213.39028459013224
2021,gaussian,216,-55.43311701808125,-206.90127014927566,True,151.4681531311944
2021,gaussian,217,-369.661166775506,-135.94799793872517,True,233.71316883678082
2021,gaussian,220,-283.5357781279017,,True,
2021,gaussian,222,-148.28620407544076,215.23736343998462,True,363.5235675154254
2021,gaussian,224,-387.6037288135267,59.499724613386206,True,447.1034534269129
2021,gaussian,226,,-184.38429777085548,True,
2021,gaussian,229,83.25420305487921,113.73852942488168,True,30.484326370002464
2021,gaussian,231,,,False,
2021,gaussian,233,-50.391719969920814,,True,
2021,gaussian,236,,0.5057305945084636,False,
2021,gaussian,242,387.569424368441,377.4715474927797,True,10.097876875661314
2021,gaussian,244,-32.43057538662106,-42.52845226228226,True,10.0978768756612
2021,gaussian,245,-58.98716357565729,22.304373411054144,True,81.29153698671144
2021,gaussian,261,-1.5536332791671157,-52.36084389581811,True,50.80721061665099
2021,gaussian,263,-49.46220231987536,-59.56007919553667,True,10.097876875661314
2021,gaussian,264,-83.4416616233068,-52.95733525330445,False,30.48432637000235
2021,gaussian,265,-135.54712749784812,-105.2534968717955,True,30.293630626052618
2021,morph_close,1,,,False,
2021,morph_close,2,,,False,
2021,morph_close,3,-124.03267400478933,-113.93479712912813,True,10.0978768756612
2021,morph_close,4,-182.85815125191584,-172.76027437625453,True,10.097876875661314
2021,morph_close,8,,,False,
2021,morph_close,9,-41.0142811818514,-10.529954811849166,True,30.484326370002236
2021,morph_close,10,-55.174078879412264,-34.9783251285553,True,20.195753750856966
2021,morph_close,13,-59.20358937140554,-39.007835620548576,False,20.195753750856966
2021,morph_close,14,-47.833310782081526,-78.12694140819963,False,30.2936306261181
2021,morph_close,15,-137.4418042644511,-86.95241988698604,False,50.48938437746506
2021,morph_close,16,-136.1694063716676,-126.07152949647116,False,10.097876875196448
2021,morph_close,17,,-200.91361492160217,True,
2021,morph_close,18,,-202.85092163296974,True,
2021,morph_close,19,-255.5954413611139,-235.27255711394093,False,20.322884247172965
2021,morph_close,23,-329.122261689521,-329.122261689521,False,0.0
2021,morph_close,24,,-358.1434894315895,True,
2021,morph_close,27,-463.99983679264574,-443.67695254599687,False,20.32288424664887
2021,morph_close,28,-476.0985946379151,-455.7757103901432,False,20.322884247771867
2021,morph_close,29,-498.3587839146276,-478.03589966691163,False,20.32288424771599
2021,morph_close,30,,,False,
2021,morph_close,32,,,False,
2021,morph_close,33,,,True,
2021,morph_close,35,,,True,
2021,morph_close,36,,,True,
2021,morph_close,37,173.48730058977503,,True,
2021,morph_close,38,,,True,
2021,morph_close,40,-249.05751203931868,-218.7638814128004,True,30.29363062651828
2021,morph_close,41,-12.106744453389524,-1.9453023287975384,True,10.161442124591986
